Name,Genres,Popularity,Followers
Varials,"deathcore, metallic hardcore, pennsylvania hardcore, progressive deathcore",43,92160
Massive Attack,"downtempo, electronica, trip hop",62,2101530
Frédéric Chopin,"classical, early romantic era, polish classical",71,3194440
Ron Trent,"chicago house, classic house, deep house, float house, minimal tech house, techno",30,32455
Whethan,"electropop, hyperpop, rage rap",65,274450
Kvatro,russian romance,21,2473
DarillisBeats,jersey club,45,2337
The Darrow Chem Syndicate,"breakbeat, psybreaks",22,1938
Shannon & The Clams,"bay area indie, garage pop, indie garage rock, oakland indie, power-pop punk",38,124467
Petit Biscuit,new french touch,58,950796
Deafheaven,"atmospheric black metal, blackened screamo, blackgaze, emotional black metal, post-metal, usbm",42,225944
Shizuka Kudo,"classic j-pop, idol kayo",44,132208
Nickelback,"alternative metal, canadian rock, post-grunge",74,6644066
Michele McLaughlin,new age piano,54,29299
PVRIS,"pixie, pop emo, pop punk",60,664023
Randy Travis,"contemporary country, country, country gospel, country road",62,1691829
IAMX,"indietronica, industrial pop",47,182861
Ilsey,,50,13042
Sujatha,"filmi, malayalam pop",67,1845424
Prince Royce,"bachata, latin hip hop, latin pop, urbano latino",73,8001854
Andrew Gold,underground power pop,55,68530
Reol,"anime rock, japanese electropop",55,489630
Sodom,"black thrash, death metal, deathrash, german metal, german thrash metal, metal, old school thrash, speed metal, thrash metal",45,435198
高爾宣 OSN,"mandopop, taiwan pop",57,372363
Danny Chan,"c-pop, cantopop, classic cantopop",47,214509
Olamide,"afrobeats, afropop, azonto, nigerian hip hop, nigerian pop",64,1851438
One Direction,"boy band, pop, post-teen pop, talent show",81,34177368
Todd Galberth,"contemporary gospel, gospel",49,96038
Leehom Wang,"mandopop, taiwan pop",54,769255
Emicida,"afrofuturismo brasileiro, brazilian hip hop, brazilian reggae, funk ostentacao, hip hop tuga, manguebeat, pop lgbtq+ brasileira",61,1923945
BAND-MAIKO,"idol rock, j-pixie, kawaii metal",24,23161
Oliver Koletzki,"german techno, minimal techno, organic electronic, organic house",51,333182
Freeze Dance DJ's,kids dance party,7,388
Max Cooper,"electronica, microhouse, minimal melodic techno, minimal techno, modular synth",44,172380
George Lopez,"comedy, latino comedy",37,64950
Jessica Audiffred,"dubstep, mexican edm",42,45847
Bryan Martin,modern country pop,67,113917
Commodores,"adult standards, disco, funk, mellow gold, motown, quiet storm, soft rock, soul",62,1810271
Os Barões Da Pisadinha,"agronejo, arrocha, forro, piseiro, sertanejo universitario",67,7000392
ACxDC,"american grindcore, crust punk, grindcore, powerviolence",22,22744
Nic D,singer-songwriter pop,65,359198
Sleep Sounds of Nature,"environmental, sleep",52,26880
Yebba,pop soul,64,444820
The Viper,"classic hardstyle, dark hardcore, gabber, happy hardcore, hardcore techno",43,25109
Cass McCombs,"baroque pop, chamber pop, indie rock, neo-psychedelic, singer-songwriter",49,162270
Luis Enrique,"cuatro venezolano, latin pop, modern salsa, musica nicaraguense, salsa, tropical",58,1058177
PJ Harvey,"alternative rock, art pop, melancholia, permanent wave, piano rock, singer-songwriter",57,1023619
GZA,"east coast hip hop, hardcore hip hop",60,525630
Hebe Tien,mandopop,54,900183
Benson Boone,singer-songwriter pop,69,746364
Charly Bliss,"bubblegrunge, indie punk, modern power pop",34,56044
Dimension 32,"lo-fi sleep, lo-fi study",54,6309
Hans Zimmer,"german soundtrack, orchestral soundtrack, soundtrack",74,3629291
Kanisan,lo-fi study,52,7783
The Civil Wars,"acoustic pop, indie folk, neo mellow, new americana, stomp and holler",55,816602
George Thorogood & The Destroyers,"album rock, blues rock, classic rock, country rock, hard rock, heartland rock, mellow gold, rock",54,882234
Camille Saint-Saëns,"classical, french romanticism, late romantic era",63,359407
Black Kids,"alternative dance, british indie rock, dance-punk, jacksonville indie, new rave",36,79764
Los Ángeles Azules,"gruperas inmortales, musica mexicana, nu-cumbia, ranchera, tropical",74,7345317
Black Label Society,"alternative metal, groove metal, hard rock, metal, nu metal",56,1651859
Joker Xue,mandopop,58,801757
Xamã,"brazilian hip hop, trap brasileiro",70,2738899
Edan 呂爵安,"cantopop, hk-pop",48,91181
Gilberto Santa Rosa,"salsa, salsa puertorriquena, tropical",66,2867359
Philippe Entremont,"classical performance, french classical piano",54,5303
Sarcastic Sounds,"lo-fi chill, sad lo-fi",59,228305
NTO,"deep euro house, minimal melodic techno, new french touch",55,253783
Beatdemons,jersey club,35,1866
Só Pra Contrariar,"axe, pagode, pagode novo, sertanejo, sertanejo universitario",58,990311
George Winston,"new age, new age piano",54,127623
Andrew Belle,acoustic pop,52,246289
Henry Smith,neo-classical,64,16914
Gabriel Brito,brazilian gospel,61,23653
Tenacious D,"alternative metal, comedy rock, comic, comic metal, parody",60,1700179
Creedence Clearwater Revival,"classic rock, country rock, rock, southern rock, swamp rock",77,6253497
John Scott Trotter & His Orchestra,light music,66,547
Lloyd Price,"doo-wop, louisiana blues, memphis blues, new orleans blues, rhythm and blues, rock-and-roll, rockabilly",39,86002
Bob Marley & The Wailers,"reggae, roots reggae",76,11947851
Joep Beving,"compositional ambient, neo-classical",58,250266
Repulsion,"american grindcore, brutal death metal, death metal, deathgrind, goregrind, grindcore, voidgrind",24,39526
Jarabe De Palo,"latin alternative, latin rock, rock en espanol, spanish pop, spanish rock",64,1587302
Sizzla,"dancehall, reggae, reggae fusion",52,573553
Sachin Warrier,"malayalam pop, mollywood",53,478474
Måneskin,"indie rock italiano, italian pop",79,8258437
Павел Михайлов,russian romance,6,110
Olavi Virta,"classic finnish pop, classic iskelma, finnish tango, vintage finnish jazz",29,13694
Leon Redbone,acoustic blues,44,28906
CYPARISS,"anime phonk, chill phonk",54,32784
Leon Bridges,"modern blues, neo soul, soul",69,1600047
Alexis Ffrench,neo-classical,61,149431
Accept,"german heavy metal, german metal, glam metal, hard rock, metal, power metal, speed metal, thrash metal",53,902306
Bruna Karla,brazilian gospel,59,3910909
Igor Talkov,"bard, classic russian pop, russian chanson, russian rock, russian romance",30,46057
Junior Vianna,"forro, vaqueiro",49,333808
Martinho Da Vila,"axe, mpb, pagode, samba, samba-enredo, umbanda, velha guarda",59,757693
Tom Petty,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",68,2404692
Netsky,"belgian edm, dancefloor dnb, drum and bass",56,456872
Alemão Do Forró,forro,50,139122
Pete Bernhard,neo honky tonk,23,5798
ATEEZ,"k-pop, k-pop boy group",72,3433656
蔡恩雨 Priscilla Abby,malaysian mandopop,43,53191
Eartheater,"art pop, deconstructed club, electra, escape room, spectra",50,137850
The Amity Affliction,"australian metalcore, melodic metalcore, metalcore",58,691611
Håkan Hellström,"classic swedish pop, gothenburg indie, swedish indie rock, swedish pop",56,292399
Nicholas Teo,"malaysian mandopop, mandopop",44,109556
Kerry Butler,"broadway, show tunes",48,4437
Mc Don Juan,"arrocha, batidao romantico, funk carioca, funk mtg, funk paulista",77,5295750
Gabriela Rocha,"adoracao, brazilian gospel",68,5975945
John Tesh,new age,39,18186
Eric Land,forro,62,1098901
Marksman,"dancehall, jamaican dancehall, jamaican hip hop, traphall",40,48511
Jerry Rivera,"latin pop, puerto rican pop, salsa, salsa puertorriquena, tropical",64,1879182
Lionel Richie,"disco, soft rock",67,3353394
Celeste,british soul,58,456559
Within Temptation,"dutch metal, gothic metal, gothic symphonic metal, symphonic metal",61,1232291
Halsey,"electropop, etherpop, indie poptimism, pop",79,21272378
Espinoza Paz,"banda, musica mexicana, norteno, ranchera",63,3543806
Roberta Flack,"adult standards, classic soul, disco, quiet storm, soft rock, soul, vocal jazz",59,942141
Brian Crain,new age piano,52,87238
Electrocutango,"neotango, tango",24,9485
Parker McCollum,"classic texas country, texas country",65,388755
Edvard Grieg,"classical, late romantic era, norwegian classical",62,518410
Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",82,12827017
Terrorizer,"american grindcore, brutal death metal, crossover thrash, death metal, deathgrind, grindcore, technical death metal",31,90035
Dave Lee,"chicago house, deep house, disco house",46,46742
Grand Funk Railroad,"album rock, blues rock, classic rock, country rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",53,995640
Joris Delacroix,"deep euro house, minimal melodic techno, new french touch",43,102338
Héctor Lavoe,"salsa, salsa puertorriquena, tropical",64,1836206
Bicep,"ambient house, electronica",59,497923
Jimmy Eat World,"alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock",66,1487729
Lalo Rodriguez,"salsa, salsa puertorriquena",55,214154
Social Distortion,"punk, punk 'n' roll, skate punk, socal pop punk",52,620471
Péricles,"pagode, pagode novo",69,2391620
Los Prisioneros,"chilean hardcore, chilean rock, latin rock, rock en espanol, ska chileno",62,2025735
Ikke Hüftgold,"oktoberfest, partyschlager",55,59849
Movements,"alternative emo, dreamo, midwest emo, pop punk, socal pop punk",56,241313
Vaundy,"j-pop, japanese soul",71,2055586
Tears For Fears,"new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop",72,3199151
Galantis,"dance pop, edm, pop, pop dance",67,3390457
Shiro SAGISU,"anime score, japanese soundtrack",58,136961
D-Block & S-te-Fan,"classic hardstyle, euphoric hardstyle, rawstyle",55,194953
MKTO,"pop, post-teen pop",62,1055012
Pantera,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",67,4752400
Mayhem,"black metal, metal, norwegian black metal",47,540802
Kölsch,"danish electronic, danish techno, deep euro house, melodic techno, minimal techno",51,225763
SDM,"french hip hop, pop urbaine, r&b francais",69,720665
Samsara Blues Experiment,"german hard rock, german stoner rock, heavy psych, space rock, stoner metal, stoner rock",28,81442
Deborah de Luca,"electra, italian techno",55,457536
Aitana,"latin talent show, latin viral pop, spanish pop",72,2845762
Maggie Rogers,indie pop,67,1007010
Andreas Vollenweider,"harp, new age",50,102161
Toygar Işıklı,turkish soundtrack,60,342974
"oh, the joy.",sleep,55,5974
Lady Gaga,"art pop, dance pop, pop",82,28747541
Muti,"turkce drill, turkish hip hop",67,308808
Akatu,roda de samba,55,87820
The Queers,"boston rock, hardcore punk, power-pop punk, punk, ramonescore",33,55766
Miloš Karadaglić,classical guitar,49,27653
Kids Dance Party,kids dance party,24,6469
George Ezra,"folk-pop, neo-singer-songwriter",71,4151371
Metropolitan Opera Orchestra,opera,44,15130
Daniel Pemberton,"british soundtrack, orchestral soundtrack, soundtrack",59,100507
White Zombie,"alternative metal, hard rock, industrial metal, nu metal, post-grunge, rap metal, rock",53,1178886
Fruition,"jam band, jamgrass, progressive bluegrass",36,42317
The Other People Place,"detroit techno, techno",23,21639
Cocteau Twins,"alternative rock, art pop, dream pop, ethereal wave, melancholia, scottish indie, shoegaze, synthpop",62,874814
The Dresden Dolls,"boston rock, dark cabaret, piano rock, steampunk",53,206023
Roni Size,"big beat, breakbeat, drum and bass, jungle",36,91881
Kvelertak,"black 'n' roll, black thrash, norwegian metal, norwegian rock, rogaland musikk",42,151981
Quiet Riot,"album rock, classic rock, glam metal, hard rock, metal, rock",55,1760038
ZUTOMAYO,j-pop,61,1669117
Borrtex,ambient lo-fi,59,22254
Rachel Zegler,,67,59243
Leo Brouwer,"classical guitar, guitarra clasica, latin classical",44,24534
Descendents,"hardcore punk, punk, ska, skate punk",54,439987
Einár,"swedish gangsta rap, swedish hip hop, swedish trap, swedish trap pop",64,343010
Oscar Peterson,"bebop, contemporary post-bop, jazz, jazz piano, stride, vocal jazz",55,261393
Bad Wolves,"alternative metal, metal, post-grunge",62,665273
Maneva,"brazilian hip hop, brazilian reggae, pop nacional",66,1623748
Felix Da Housecat,"acid house, alternative dance, big beat, chicago house, electroclash, filter house",43,87943
Eric Church,"contemporary country, country, country road, modern country rock",70,3872124
Alpha Wolf,"australian post-hardcore, deathcore, melodic metalcore, metalcore, nu-metalcore",51,132700
Cream,"album rock, blues rock, british blues, classic rock, folk rock, hard rock, psychedelic rock, rock, singer-songwriter, supergroup",61,2276413
Hollywood Undead,"alternative metal, modern rock, post-grunge, rap metal, rap rock",66,2356167
The Local Train,"hindi indie, indian indie, indian rock, new delhi indie",57,1249302
Eslabon Armado,"corrido, corridos tumbados, sad sierreno, sierreno",77,5054792
Sleeping At Last,"ambient worship, chamber pop",67,1412243
Siavash Amini,"iranian experimental, persian neo-traditional",9,3218
El Michels Affair,"afrobeat, bboy, funk, instrumental soul",50,172128
Modjo,"disco house, filter house",58,182462
Deep Sleep Music Collective,sleep,60,59631
Johnny Maddox,honky-tonk piano,14,955
Yazoo,"new romantic, new wave, new wave pop, synthpop",56,669873
Myrkur,"autonomous black metal, avant-garde metal, danish black metal, danish metal, gaian doom, post-black metal, rune folk",45,187072
Farzad Golpayegani,iranian metal,4,766
Arsames,iranian metal,5,2976
Tevvez,gym hardstyle,58,257086
Sarz,"afrobeats, nigerian pop",58,222540
Beartooth,"melodic metalcore, metalcore, pop punk",62,724122
Micha von der Rampe,partyschlager,42,47976
Epica,"dutch metal, gothic metal, gothic symphonic metal, opera metal, power metal, symphonic metal",53,852481
Florence + The Machine,"baroque pop, electropop, modern rock, uk alternative pop",73,6601760
Brothers of Metal,"melodic metal, power metal, swedish heavy metal",56,217796
Korol i Shut,"classic russian rock, horror punk, russian folk rock, russian metal, russian punk, russian punk rock, russian rock, russian ska",57,1223857
Seth Troxler,"deep disco house, deep house, detroit house, detroit techno, house, microhouse, minimal tech house, minimal techno, techno",34,109016
Mayday Parade,"neon pop punk, pop emo, pop punk",58,1372605
LOVEBITES,"idol rock, j-pixie, japanese power metal, kawaii metal",34,58976
Los Ángeles Azules,"gruperas inmortales, musica mexicana, nu-cumbia, ranchera, tropical",74,7345317
Satanicpornocultshop,"breakcore, funktronica, glitch pop, japanese experimental, japanese idm",29,22164
PHARAOH,"russian emo rap, russian grime, russian hip hop",58,901140
Jürgen Drews,"classic schlager, discofox, oktoberfest, partyschlager, schlager",47,167383
TX2,pop emo,52,159496
Bad Omens,american metalcore,70,974635
Kings of Günter,partyschlager,45,4708
HNNY,"deep house, future garage, indie soul, swedish electronic, swedish house, swedish synthpop",53,130673
Kanishk Seth,"desi pop, hindi indie, indian indie, modern bollywood",57,16992
Elephant Revival,"laboratorio, new americana, progressive bluegrass, washboard",42,100228
Flight Facilities,"aussietronica, australian dance, australian indie, indietronica, nu disco",56,443693
DubVision,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",56,319392
The 69 Eyes,"dark rock, finnish hard rock, gothic metal",45,179414
Jo Ann Castle,"honky-tonk piano, ragtime",17,1008
Loren Allred,"deep talent show, hollywood, movie tunes",56,152109
Stevie Ray Vaughan,"album rock, blues, blues rock, classic rock, electric blues, hard rock, heartland rock, instrumental rock, rock, texas blues",59,2403489
Julión Álvarez y su Norteño Banda,"banda, musica mexicana, norteno, sad sierreno, sierreno",77,4153931
Kailash Kher,"filmi, indian folk, modern bollywood, sufi",63,7040084
6ix9ine,emo rap,67,6973309
Sweet Deliverance,christian a cappella,28,3673
Relient K,"canadian ccm, christian alternative rock, christian punk, pop punk",54,364163
